,id,location name,type,area,price,over-valued,under-valued,normal
2187,1239806,Quinta da Marinha,houses,540.0,1950000,0.0,1.0,0.0
2188,1239826,Quinta da Marinha,houses,215.0,1400000,0.0,0.0,1.0
2189,1239827,Quinta da Marinha,houses,190.0,1000000,0.0,1.0,0.0
2190,1239837,Quinta da Marinha,houses,456.0,2500000,0.0,0.0,1.0
2191,1239854,Quinta da Marinha,houses,300.0,1200000,0.0,1.0,0.0
2192,1239855,Quinta da Marinha,houses,170.0,1500000,1.0,0.0,0.0
2193,1239935,Quinta da Marinha,houses,100.0,650000,0.0,0.0,1.0
2194,1240000,Quinta da Marinha,houses,580.0,1950000,0.0,1.0,0.0
2195,1240063,Quinta da Marinha,houses,580.0,1950000,0.0,1.0,0.0
2196,1240068,Quinta da Marinha,houses,810.0,6800000,1.0,0.0,0.0
2197,1240084,Quinta da Marinha,houses,525.0,2950000,0.0,0.0,1.0
2198,1240186,Quinta da Marinha,houses,900.0,4900000,0.0,0.0,1.0
2199,1240235,Quinta da Marinha,houses,450.0,1600000,0.0,1.0,0.0
2200,1240326,Quinta da Marinha,houses,490.0,2800000,0.0,0.0,1.0
2201,1240339,Quinta da Marinha,houses,590.0,2700000,0.0,1.0,0.0
2202,1240357,Quinta da Marinha,houses,802.0,6500000,1.0,0.0,0.0
2203,1240358,Quinta da Marinha,houses,240.0,4000000,1.0,0.0,0.0
2204,1240387,Quinta da Marinha,houses,555.0,5500000,1.0,0.0,0.0
2205,1240422,Quinta da Marinha,houses,434.0,2950000,1.0,0.0,0.0
2206,1240431,Quinta da Marinha,houses,400.0,1400000,0.0,1.0,0.0
2207,1240451,Quinta da Marinha,houses,1886.0,1950000,0.0,1.0,0.0
2208,1240485,Quinta da Marinha,houses,530.0,4000000,1.0,0.0,0.0
2209,1240572,Quinta da Marinha,houses,250.0,945000,0.0,1.0,0.0
2210,1240586,Quinta da Marinha,houses,250.0,940000,0.0,1.0,0.0
2211,1240636,Quinta da Marinha,houses,1000.0,2950000,0.0,1.0,0.0
2212,1240697,Quinta da Marinha,houses,118.0,650000,0.0,0.0,1.0
2213,1240717,Quinta da Marinha,houses,260.0,1400000,0.0,0.0,1.0
2214,1240802,Quinta da Marinha,houses,500.0,10750000,1.0,0.0,0.0
2215,1240871,Quinta da Marinha,houses,190.0,1000000,0.0,1.0,0.0
2216,1240872,Quinta da Marinha,houses,215.0,1400000,0.0,0.0,1.0
2217,1240898,Quinta da Marinha,houses,350.0,1400000,0.0,1.0,0.0
2218,1240902,Quinta da Marinha,houses,550.0,3150000,0.0,0.0,1.0
2219,1240903,Quinta da Marinha,houses,660.0,3200000,0.0,1.0,0.0
2220,1240905,Quinta da Marinha,houses,400.0,2000000,0.0,1.0,0.0
2221,1240906,Quinta da Marinha,houses,380.0,1550000,0.0,1.0,0.0
2222,1240927,Quinta da Marinha,houses,540.0,2950000,0.0,0.0,1.0
2223,1240928,Quinta da Marinha,houses,146.0,675000,0.0,1.0,0.0
2224,1240934,Quinta da Marinha,houses,350.0,2000000,0.0,0.0,1.0
2225,1240938,Quinta da Marinha,houses,580.0,3720000,0.0,0.0,1.0
2226,1240940,Quinta da Marinha,houses,150.0,677000,0.0,1.0,0.0
2227,1240946,Quinta da Marinha,houses,130.0,575000,0.0,1.0,0.0
2228,1240953,Quinta da Marinha,houses,510.0,1900000,0.0,1.0,0.0
2229,1240955,Quinta da Marinha,houses,450.0,2150000,0.0,1.0,0.0
2230,1240956,Quinta da Marinha,houses,405.0,1950000,0.0,1.0,0.0
2231,1240958,Quinta da Marinha,houses,500.0,2900000,0.0,0.0,1.0
2232,1240959,Quinta da Marinha,houses,700.0,3948000,0.0,0.0,1.0
2233,1240980,Quinta da Marinha,houses,212.0,830000,0.0,1.0,0.0
2234,1240992,Quinta da Marinha,houses,900.0,4900000,0.0,0.0,1.0
2235,1241013,Quinta da Marinha,houses,118.0,650000,0.0,0.0,1.0
2236,1241071,Quinta da Marinha,houses,215.0,1400000,0.0,0.0,1.0
2237,1241147,Quinta da Marinha,houses,119.0,650000,0.0,0.0,1.0
2238,1241213,Quinta da Marinha,houses,306.0,1980000,0.0,0.0,1.0
2239,1241231,Alenquer,houses,462.0,500000,1.0,0.0,0.0
2240,1241302,Quinta da Marinha,houses,540.0,2950000,0.0,0.0,1.0
2241,1241310,Quinta da Marinha,houses,118.0,650000,0.0,0.0,1.0
2242,1241316,Quinta da Marinha,houses,376.0,2700000,1.0,0.0,0.0
2243,1241334,Quinta da Marinha,houses,459.0,1500000,0.0,1.0,0.0
2244,1241338,Quinta da Marinha,houses,132.0,650000,0.0,1.0,0.0
2245,1241361,Quinta da Marinha,houses,695.0,5000000,1.0,0.0,0.0
2246,1241405,Quinta da Marinha,houses,189.0,1400000,1.0,0.0,0.0
2247,1241407,Quinta da Marinha,houses,159.0,1200000,1.0,0.0,0.0
2248,1241424,Quinta da Marinha,houses,667.0,2542900,0.0,1.0,0.0
2249,1241478,Quinta da Marinha,houses,530.0,4000000,1.0,0.0,0.0
2250,1241490,Quinta da Marinha,houses,802.0,6500000,1.0,0.0,0.0
2251,1241512,Quinta da Marinha,houses,215.0,1400000,0.0,0.0,1.0
2252,1241516,Quinta da Marinha,houses,190.0,1200000,0.0,0.0,1.0
2253,1241551,Quinta da Marinha,houses,540.0,2950000,0.0,0.0,1.0
2254,1241651,Quinta da Marinha,houses,126.0,510000,0.0,1.0,0.0
2255,1241709,Quinta da Marinha,houses,1037.0,7600000,1.0,0.0,0.0
2256,1241712,Quinta da Marinha,houses,470.0,2500000,0.0,1.0,0.0
2257,1241714,Quinta da Marinha,houses,118.0,650000,0.0,0.0,1.0
2258,1241726,Quinta da Marinha,houses,200.0,660000,0.0,1.0,0.0
2259,1241729,Quinta da Marinha,houses,629.0,4900000,1.0,0.0,0.0
2260,1241752,Quinta da Marinha,houses,215.0,1400000,0.0,0.0,1.0
2261,1241774,Quinta da Marinha,houses,120.0,650000,0.0,0.0,1.0
2262,1241775,Quinta da Marinha,houses,86.2,650000,1.0,0.0,0.0
2263,1241776,Quinta da Marinha,houses,86.2,650000,1.0,0.0,0.0
2264,1241777,Quinta da Marinha,houses,86.2,650000,1.0,0.0,0.0
2265,1241781,Quinta da Marinha,houses,570.0,2950000,0.0,1.0,0.0
2266,1241807,Quinta da Marinha,houses,580.0,1950000,0.0,1.0,0.0
2267,1241816,Quinta da Marinha,houses,248.0,1700000,1.0,0.0,0.0
2268,1241836,Quinta da Marinha,houses,582.0,2750000,0.0,1.0,0.0
2269,1241853,Quinta da Marinha,houses,600.0,4900000,1.0,0.0,0.0
2270,1241860,Quinta da Marinha,houses,518.0,3900000,1.0,0.0,0.0
2271,1241864,Quinta da Marinha,houses,425.0,2950000,1.0,0.0,0.0
2272,1241868,Quinta da Marinha,houses,260.0,1400000,0.0,0.0,1.0
2273,1241870,Quinta da Marinha,houses,230.0,1200000,0.0,1.0,0.0
2274,1241878,Quinta da Marinha,houses,520.0,3500000,1.0,0.0,0.0
2275,1241888,Quinta da Marinha,houses,425.0,4000000,1.0,0.0,0.0
2276,1242052,Quinta da Marinha,houses,580.0,1950000,0.0,1.0,0.0
2277,1242074,Quinta da Marinha,houses,457.0,2700000,0.0,0.0,1.0
2278,1242122,Quinta da Marinha,houses,525.0,2950000,0.0,0.0,1.0
2280,1250633,Quinta da Marinha,houses,119.0,650000,0.0,0.0,1.0
2281,1250752,Quinta da Marinha,houses,582.0,2750000,0.0,1.0,0.0
2282,1250764,Quinta da Marinha,houses,230.0,2542900,1.0,0.0,0.0
2283,1250767,Quinta da Marinha,houses,118.0,650000,0.0,0.0,1.0
2286,1256361,Nagüeles,houses,367.0,495000,0.0,1.0,0.0
2287,1257625,Nagüeles,houses,367.0,495000,0.0,1.0,0.0
2288,1258389,Quinta da Marinha,houses,530.0,4000000,1.0,0.0,0.0
2289,1258390,Quinta da Marinha,houses,190.0,1400000,1.0,0.0,0.0
2290,1258391,Quinta da Marinha,houses,190.0,1000000,0.0,1.0,0.0
2291,1259536,Alenquer,houses,111.0,175000,1.0,0.0,0.0
2292,1265454,Quinta da Marinha,houses,873.0,638000,0.0,1.0,0.0
2293,1265456,Quinta da Marinha,houses,672.0,556600,0.0,1.0,0.0
2295,1265502,Quinta da Marinha,houses,570.1,2950000,0.0,1.0,0.0
2296,1265504,Quinta da Marinha,houses,800.0,550000,0.0,1.0,0.0
2297,1265506,Quinta da Marinha,houses,765.0,528000,0.0,1.0,0.0
2298,1265508,Quinta da Marinha,houses,850.0,605000,0.0,1.0,0.0
2299,1265510,Quinta da Marinha,houses,921.0,649000,0.0,1.0,0.0
2300,1265515,Quinta da Marinha,houses,931.0,746350,0.0,1.0,0.0
2301,1265517,Quinta da Marinha,houses,914.0,746350,0.0,1.0,0.0
2302,1265519,Quinta da Marinha,houses,765.0,695750,0.0,1.0,0.0
2303,1265521,Quinta da Marinha,houses,767.0,695750,0.0,1.0,0.0
2304,1265523,Quinta da Marinha,houses,827.0,695750,0.0,1.0,0.0
2305,1271279,Quinta da Marinha,houses,667.0,2542900,0.0,1.0,0.0
2306,1271292,Quinta da Marinha,houses,854.12,8000000,1.0,0.0,0.0
2307,1271297,Quinta da Marinha,houses,327.59,8000000,1.0,0.0,0.0
2308,1271324,Quinta da Marinha,houses,190.0,1200000,0.0,0.0,1.0
2309,1271333,Quinta da Marinha,houses,920.0,7000000,1.0,0.0,0.0
2310,1271339,Quinta da Marinha,houses,215.0,1400000,0.0,0.0,1.0
2311,1271503,Quinta da Marinha,houses,457.0,2700000,0.0,0.0,1.0
2312,1271869,Quinta da Marinha,houses,240.0,1400000,0.0,0.0,1.0
2313,1272710,Quinta da Marinha,houses,310.0,1500000,0.0,1.0,0.0
2314,1272719,Quinta da Marinha,houses,950.0,4900000,0.0,1.0,0.0
2315,1272801,Quinta da Marinha,houses,215.0,1399000,0.0,0.0,1.0
2316,1275217,Quinta da Marinha,houses,457.0,2700000,0.0,0.0,1.0
2317,1275454,Quinta da Marinha,houses,300.0,1750000,0.0,0.0,1.0
2318,1275474,Quinta da Marinha,houses,570.0,2950000,0.0,1.0,0.0
2319,1275505,Quinta da Marinha,houses,190.0,1000000,0.0,1.0,0.0
2320,1275506,Quinta da Marinha,houses,215.0,1400000,0.0,0.0,1.0
2321,1275652,Quinta da Marinha,houses,475.0,2669966,0.0,0.0,1.0
2322,1277792,Nagüeles,apartments,97.0,280000,0.0,0.0,1.0
2323,1278759,Nagüeles,houses,177.0,495000,0.0,1.0,0.0
2324,1278776,Nagüeles,apartments,150.0,375000,0.0,1.0,0.0
2325,1278778,Nagüeles,houses,302.0,550000,0.0,1.0,0.0
2326,1279445,Quinta da Marinha,houses,1000.0,3200000,0.0,1.0,0.0
2327,1279933,Nagüeles,apartments,115.0,595000,1.0,0.0,0.0
2328,1281329,Nagüeles,apartments,150.0,375000,0.0,1.0,0.0
2329,1281339,Nagüeles,houses,177.0,495000,0.0,1.0,0.0
2330,1281341,Nagüeles,houses,302.0,550000,0.0,1.0,0.0
2331,1282526,Nagüeles,apartments,54.0,232000,1.0,0.0,0.0
2332,1283027,Nagüeles,houses,844.0,2671000,0.0,0.0,1.0
2333,1283029,Nagüeles,houses,893.0,2461000,0.0,1.0,0.0
2334,1283030,Nagüeles,houses,513.0,1790000,0.0,0.0,1.0
2335,1285085,Nagüeles,apartments,54.0,232000,1.0,0.0,0.0
2336,1288959,Nagüeles,houses,154.0,315000,0.0,1.0,0.0
2337,1289427,Nagüeles,houses,154.0,315000,0.0,1.0,0.0
2338,1290390,Quinta da Marinha,houses,250.0,945000,0.0,1.0,0.0
2339,1290394,Quinta da Marinha,houses,250.0,940000,0.0,1.0,0.0
2340,1290718,Quinta da Marinha,houses,695.0,5000000,1.0,0.0,0.0
2341,1290732,Alenquer,houses,295.0,360000,1.0,0.0,0.0
2342,1290737,Alenquer,houses,110.0,86000,0.0,1.0,0.0
2343,1290739,Alenquer,houses,150.0,135000,0.0,0.0,1.0
2345,1292542,Quinta da Marinha,houses,450.0,1750000,0.0,1.0,0.0
2346,1292555,Quinta da Marinha,houses,400.0,2500000,0.0,0.0,1.0
2347,1292569,Quinta da Marinha,houses,2700.0,3200000,0.0,1.0,0.0
2348,1295272,Quinta da Marinha,houses,819.0,6000000,1.0,0.0,0.0
2349,1295681,Nagüeles,houses,844.0,2671000,0.0,0.0,1.0
2350,1295682,Nagüeles,houses,893.0,2461000,0.0,1.0,0.0
2351,1295684,Nagüeles,houses,513.0,1790000,0.0,0.0,1.0
2352,1300290,Nagüeles,houses,450.0,1390000,0.0,0.0,1.0
2353,1300359,Nagüeles,apartments,115.0,360000,0.0,0.0,1.0
2354,1300408,Quinta da Marinha,houses,120.0,575000,0.0,1.0,0.0
2355,1300444,Quinta da Marinha,houses,215.0,1400000,0.0,0.0,1.0
2356,1300458,Quinta da Marinha,houses,220.0,1000000,0.0,1.0,0.0
2357,1300547,Quinta da Marinha,houses,582.0,2750000,0.0,1.0,0.0
2359,1300754,Nagüeles,apartments,90.0,240000,0.0,1.0,0.0
2360,1300762,Nagüeles,apartments,112.0,225000,0.0,1.0,0.0
2362,1302840,Nagüeles,houses,470.0,2500000,1.0,0.0,0.0
2363,1302931,Golden Mile,houses,236.0,545000,0.0,1.0,0.0
2364,1302935,Nagüeles,houses,325.0,495000,0.0,1.0,0.0
2365,1302986,Nagüeles,houses,472.0,1350000,0.0,1.0,0.0
2367,1303169,Nagüeles,apartments,60.0,210000,1.0,0.0,0.0
2368,1303183,Nagüeles,apartments,60.0,220000,1.0,0.0,0.0
2369,1303192,Nagüeles,apartments,86.0,230000,0.0,1.0,0.0
2370,1303223,Nagüeles,apartments,112.0,270000,0.0,1.0,0.0
2371,1303230,Nagüeles,apartments,92.0,269000,0.0,0.0,1.0
2372,1303239,Nagüeles,apartments,90.0,280000,0.0,0.0,1.0
2373,1303330,Nagüeles,houses,280.0,410000,0.0,1.0,0.0
2374,1303368,Nagüeles,houses,300.0,470000,0.0,1.0,0.0
2376,1303418,Nagüeles,apartments,133.0,595000,1.0,0.0,0.0
2377,1303451,Golden Mile,apartments,107.0,690000,0.0,0.0,1.0
2378,1303474,Nagüeles,apartments,220.0,750000,1.0,0.0,0.0
2379,1303480,Nagüeles,houses,170.0,729000,1.0,0.0,0.0
2380,1303519,Golden Mile,apartments,184.0,975000,0.0,0.0,1.0
2381,1303584,Nagüeles,houses,650.0,1495000,0.0,1.0,0.0
2382,1303621,Nagüeles,houses,710.0,1890000,0.0,1.0,0.0
2383,1303624,Nagüeles,houses,360.0,1990000,1.0,0.0,0.0
2384,1303681,Nagüeles,houses,1200.0,3700000,0.0,0.0,1.0
2385,1304154,Alenquer,houses,68.0,72500,1.0,0.0,0.0
2386,1305725,Nagüeles,houses,154.0,315000,0.0,1.0,0.0
2387,1309812,Nagüeles,houses,432.0,1100000,0.0,1.0,0.0
2388,1309858,Nagüeles,houses,590.0,1125000,0.0,1.0,0.0
2390,1311568,Nagüeles,apartments,216.0,399000,0.0,1.0,0.0
2391,1311574,Nagüeles,houses,162.0,430000,0.0,1.0,0.0
2392,1311596,Nagüeles,apartments,145.0,278000,0.0,1.0,0.0
2393,1314816,Nagüeles,houses,267.0,1690000,1.0,0.0,0.0
2394,1314821,Nagüeles,houses,450.0,1390000,0.0,0.0,1.0
2395,1314878,Nagüeles,houses,844.0,3200000,1.0,0.0,0.0
2396,1314879,Nagüeles,houses,894.0,2850000,0.0,0.0,1.0
2397,1314900,Nagüeles,houses,471.0,790000,0.0,1.0,0.0
2398,1314918,Nagüeles,houses,357.0,525000,0.0,1.0,0.0
2399,1314920,Nagüeles,houses,650.0,1495000,0.0,1.0,0.0
2400,1314922,Nagüeles,apartments,271.0,470000,0.0,1.0,0.0
2401,1314924,Nagüeles,apartments,155.0,395000,0.0,1.0,0.0
2402,1314932,Nagüeles,houses,320.0,1350000,1.0,0.0,0.0
2403,1314949,Golden Mile,apartments,126.0,324000,0.0,1.0,0.0
2404,1315213,Nagüeles,apartments,200.0,799000,1.0,0.0,0.0
2405,1315592,Golden Mile,apartments,530.0,3900000,1.0,0.0,0.0
2406,1315628,Nagüeles,houses,196.0,595000,0.0,0.0,1.0
2407,1315975,Quinta da Marinha,houses,684.75,3700000,0.0,0.0,1.0
2408,1317563,Nagüeles,houses,450.0,1390000,0.0,0.0,1.0
2409,1317570,Nagüeles,houses,267.0,1690000,1.0,0.0,0.0
2410,1319685,Quinta da Marinha,houses,605.0,3700000,0.0,0.0,1.0
2411,1319708,Quinta da Marinha,houses,850.0,6000000,1.0,0.0,0.0
2412,1319740,Quinta da Marinha,houses,667.0,2670000,0.0,1.0,0.0
2413,1319745,Quinta da Marinha,houses,1193.0,10750000,1.0,0.0,0.0
2414,1321305,Nagüeles,apartments,140.0,340000,0.0,1.0,0.0
2415,1321349,Nagüeles,houses,450.0,1390000,0.0,0.0,1.0
2416,1321543,Nagüeles,houses,450.0,1350000,0.0,0.0,1.0
2417,1321604,Nagüeles,houses,330.0,1320000,1.0,0.0,0.0
2418,1321627,Nagüeles,houses,300.0,1250000,1.0,0.0,0.0
2419,1321644,Nagüeles,houses,320.0,1400000,1.0,0.0,0.0
2420,1321682,Nagüeles,houses,385.0,1450000,1.0,0.0,0.0
2421,1321789,Nagüeles,houses,600.0,1495000,0.0,1.0,0.0
2422,1325435,Nagüeles,apartments,105.0,300000,0.0,0.0,1.0
2424,1327837,Nagüeles,houses,367.0,495000,0.0,1.0,0.0
2425,1327858,Nagüeles,apartments,112.0,345000,0.0,0.0,1.0
2426,1328114,Quinta da Marinha,houses,530.0,4000000,1.0,0.0,0.0
2427,1328291,Nagüeles,houses,320.0,995000,0.0,0.0,1.0
2428,1331053,Nagüeles,apartments,112.0,345000,0.0,0.0,1.0
2429,1331084,Nagüeles,apartments,180.0,483000,0.0,1.0,0.0
2430,1331091,Nagüeles,houses,367.0,495000,0.0,1.0,0.0
2432,1333045,Nagüeles,houses,267.0,1690000,1.0,0.0,0.0
2433,1333122,Nagüeles,houses,340.0,500000,0.0,1.0,0.0
2434,1333549,Nagüeles,houses,434.0,1850000,1.0,0.0,0.0
2435,1333708,Nagüeles,houses,150.0,799000,1.0,0.0,0.0
2436,1334276,Nagüeles,houses,360.0,1990000,1.0,0.0,0.0
2437,1334309,Nagüeles,houses,320.0,1250000,1.0,0.0,0.0
2438,1334434,Nagüeles,houses,450.0,1850000,1.0,0.0,0.0
2439,1334454,Nagüeles,houses,640.0,5500000,1.0,0.0,0.0
2440,1334619,Nagüeles,houses,385.0,1450000,1.0,0.0,0.0
2441,1334766,Nagüeles,houses,590.0,790000,0.0,1.0,0.0
2442,1335306,Nagüeles,houses,844.0,2671000,0.0,0.0,1.0
2443,1335450,Nagüeles,houses,300.0,1250000,1.0,0.0,0.0
2444,1336668,Nagüeles,houses,672.0,4500000,1.0,0.0,0.0
2445,1337084,Nagüeles,houses,707.0,1890000,0.0,1.0,0.0
2446,1337153,Nagüeles,houses,400.0,2500000,1.0,0.0,0.0
2447,1338033,Nagüeles,houses,600.0,3700000,1.0,0.0,0.0
2448,1338123,Nagüeles,houses,320.0,1400000,1.0,0.0,0.0
2449,1338327,Nagüeles,houses,310.0,695000,0.0,1.0,0.0
2450,1338655,Nagüeles,houses,432.0,1100000,0.0,1.0,0.0
2451,1338747,Nagüeles,houses,1137.0,10900000,1.0,0.0,0.0
2452,1338991,Nagüeles,houses,470.0,2300000,1.0,0.0,0.0
2453,1339528,Nagüeles,houses,350.0,1650000,1.0,0.0,0.0
2454,1339551,Nagüeles,houses,275.0,1950000,1.0,0.0,0.0
2455,1339614,Nagüeles,houses,159.0,765000,1.0,0.0,0.0
2456,1341099,Nagüeles,houses,509.0,1900000,1.0,0.0,0.0
2457,1341975,Nagüeles,houses,300.0,850000,0.0,1.0,0.0
2458,1342048,Nagüeles,houses,603.0,890000,0.0,1.0,0.0
2459,1343350,Nagüeles,houses,590.0,1125000,0.0,1.0,0.0
2460,1343386,Quinta da Marinha,houses,753.0,2950000,0.0,1.0,0.0
2461,1343490,Quinta da Marinha,houses,580.0,2700000,0.0,1.0,0.0
2462,1343519,Nagüeles,houses,450.0,1350000,0.0,0.0,1.0
2463,1343953,Nagüeles,houses,450.0,1390000,0.0,0.0,1.0
2464,1344059,Nagüeles,houses,1020.0,2850000,0.0,1.0,0.0
2465,1344759,Nagüeles,houses,200.0,795000,1.0,0.0,0.0
2466,1345325,Nagüeles,houses,330.0,1320000,1.0,0.0,0.0
2467,1345350,Nagüeles,houses,600.0,1495000,0.0,1.0,0.0
2468,1345796,Quinta da Marinha,houses,370.0,2800000,1.0,0.0,0.0
2469,1346907,Nagüeles,houses,207.0,320000,0.0,1.0,0.0
2470,1347764,Nagüeles,houses,632.0,1205000,0.0,1.0,0.0
2471,1349677,Nagüeles,houses,207.0,320000,0.0,1.0,0.0
2472,1349678,Nagüeles,apartments,115.0,315000,0.0,1.0,0.0
2473,1349682,Nagüeles,houses,187.0,349900,0.0,1.0,0.0
2474,1353113,Nagüeles,apartments,115.0,315000,0.0,1.0,0.0
2475,1353119,Nagüeles,houses,187.0,349900,0.0,1.0,0.0
2476,1363903,Nagüeles,apartments,179.0,455000,0.0,1.0,0.0
2477,1363943,Nagüeles,apartments,48.0,200000,1.0,0.0,0.0
2478,1373989,Quinta da Marinha,houses,192.0,1295000,1.0,0.0,0.0
2479,1376902,Quinta da Marinha,houses,192.0,1245000,0.0,0.0,1.0
2480,1376907,Quinta da Marinha,houses,192.0,1245000,0.0,0.0,1.0
2481,1376910,Quinta da Marinha,houses,196.0,1295000,1.0,0.0,0.0
2482,1377152,Quinta da Marinha,houses,192.0,1245000,0.0,0.0,1.0
2483,1379684,Quinta da Marinha,houses,200.0,1014600,0.0,1.0,0.0
2484,1383265,Quinta da Marinha,houses,200.0,660000,0.0,1.0,0.0
2485,1383289,Quinta da Marinha,houses,580.0,1950000,0.0,1.0,0.0
2486,1383408,Quinta da Marinha,houses,1000.0,2950000,0.0,1.0,0.0
2487,1383469,Quinta da Marinha,houses,810.0,6800000,1.0,0.0,0.0
2488,1383507,Quinta da Marinha,houses,605.0,3700000,0.0,0.0,1.0
2489,1383568,Quinta da Marinha,houses,450.0,1600000,0.0,1.0,0.0
2490,1383615,Quinta da Marinha,houses,530.0,4000000,1.0,0.0,0.0
2491,1383634,Alenquer,houses,462.0,500000,1.0,0.0,0.0
2492,1383644,Quinta da Marinha,houses,240.0,4000000,1.0,0.0,0.0
2493,1383655,Quinta da Marinha,houses,802.0,6500000,1.0,0.0,0.0
2494,1383657,Quinta da Marinha,houses,118.0,650000,0.0,0.0,1.0
2495,1383672,Quinta da Marinha,houses,500.0,2250000,0.0,1.0,0.0
2496,1383791,Quinta da Marinha,houses,212.0,830000,0.0,1.0,0.0
2497,1383813,Quinta da Marinha,houses,118.0,650000,0.0,0.0,1.0
2498,1383821,Quinta da Marinha,houses,900.0,4900000,0.0,0.0,1.0
2499,1383831,Quinta da Marinha,houses,350.0,2000000,0.0,0.0,1.0
2500,1383836,Quinta da Marinha,houses,580.0,3720000,0.0,0.0,1.0
2501,1383838,Quinta da Marinha,houses,150.0,677000,0.0,1.0,0.0
2502,1383842,Quinta da Marinha,houses,130.0,575000,0.0,1.0,0.0
2503,1383852,Quinta da Marinha,houses,700.0,3948000,0.0,0.0,1.0
2504,1383857,Quinta da Marinha,houses,500.0,2900000,0.0,0.0,1.0
2505,1383858,Quinta da Marinha,houses,405.0,1950000,0.0,1.0,0.0
2506,1383860,Quinta da Marinha,houses,450.0,2150000,0.0,1.0,0.0
2507,1383863,Quinta da Marinha,houses,380.0,1550000,0.0,1.0,0.0
2508,1383864,Quinta da Marinha,houses,400.0,2000000,0.0,1.0,0.0
2509,1383865,Quinta da Marinha,houses,660.0,3200000,0.0,1.0,0.0
2510,1383866,Quinta da Marinha,houses,550.0,3150000,0.0,0.0,1.0
2511,1383867,Quinta da Marinha,houses,510.0,1900000,0.0,1.0,0.0
2512,1383883,Alenquer,houses,460.0,500000,1.0,0.0,0.0
2513,1383911,Quinta da Marinha,houses,850.0,6000000,1.0,0.0,0.0
2514,1383921,Quinta da Marinha,houses,1037.0,7600000,1.0,0.0,0.0
2515,1383957,Quinta da Marinha,houses,580.0,1950000,0.0,1.0,0.0
2516,1383968,Quinta da Marinha,houses,900.0,4900000,0.0,0.0,1.0
2517,1383982,Quinta da Marinha,houses,350.0,1400000,0.0,1.0,0.0
2518,1384050,Quinta da Marinha,houses,230.0,1200000,0.0,1.0,0.0
2519,1384053,Quinta da Marinha,houses,520.0,3500000,1.0,0.0,0.0
2520,1384062,Quinta da Marinha,houses,600.0,4900000,1.0,0.0,0.0
2521,1384077,Quinta da Marinha,houses,425.0,2950000,1.0,0.0,0.0
2522,1384080,Quinta da Marinha,houses,260.0,1400000,0.0,0.0,1.0
2523,1384084,Quinta da Marinha,houses,518.0,3900000,1.0,0.0,0.0
2524,1384159,Quinta da Marinha,houses,132.0,650000,0.0,1.0,0.0
2525,1384160,Quinta da Marinha,houses,459.0,1500000,0.0,1.0,0.0
2526,1384189,Quinta da Marinha,houses,1193.0,10750000,1.0,0.0,0.0
2527,1384239,Quinta da Marinha,houses,248.0,1700000,1.0,0.0,0.0
2528,1384267,Quinta da Marinha,houses,215.0,1400000,0.0,0.0,1.0
2529,1384293,Quinta da Marinha,houses,200.0,1200000,0.0,0.0,1.0
2530,1384296,Quinta da Marinha,houses,118.0,650000,0.0,0.0,1.0
2531,1384312,Quinta da Marinha,houses,582.0,2750000,0.0,1.0,0.0
2532,1384373,Quinta da Marinha,houses,215.0,1400000,0.0,0.0,1.0
2533,1384376,Quinta da Marinha,houses,190.0,1000000,0.0,1.0,0.0
2534,1384398,Quinta da Marinha,houses,695.0,5000000,1.0,0.0,0.0
2535,1384404,Quinta da Marinha,houses,118.0,650000,0.0,0.0,1.0
2536,1384408,Quinta da Marinha,houses,470.0,2500000,0.0,1.0,0.0
2537,1384488,Quinta da Marinha,houses,1194.0,10750000,1.0,0.0,0.0
2538,1384499,Quinta da Marinha,houses,120.0,650000,0.0,0.0,1.0
2539,1384500,Quinta da Marinha,houses,86.0,650000,1.0,0.0,0.0
2540,1384502,Quinta da Marinha,houses,86.0,650000,1.0,0.0,0.0
2541,1384505,Quinta da Marinha,houses,86.0,650000,1.0,0.0,0.0
2542,1384531,Quinta da Marinha,houses,530.0,4000000,1.0,0.0,0.0
2543,1384585,Quinta da Marinha,houses,570.0,2950000,0.0,1.0,0.0
2544,1384589,Quinta da Marinha,houses,300.0,2200000,1.0,0.0,0.0
2545,1384594,Quinta da Marinha,houses,570.0,2950000,0.0,1.0,0.0
2546,1384601,Quinta da Marinha,houses,802.0,6500000,1.0,0.0,0.0
2547,1384604,Quinta da Marinha,houses,190.0,1000000,0.0,1.0,0.0
2548,1384605,Quinta da Marinha,houses,190.0,1400000,1.0,0.0,0.0
2549,1384606,Quinta da Marinha,houses,300.0,2500000,1.0,0.0,0.0
2550,1384607,Quinta da Marinha,houses,300.0,2500000,1.0,0.0,0.0
2551,1384625,Quinta da Marinha,houses,815.0,7500000,1.0,0.0,0.0
2552,1384627,Quinta da Marinha,houses,300.0,2200000,1.0,0.0,0.0
2553,1384641,Quinta da Marinha,houses,1193.0,10750000,1.0,0.0,0.0
2554,1384672,Quinta da Marinha,houses,810.0,6500000,1.0,0.0,0.0
2555,1384677,Quinta da Marinha,houses,190.0,1000000,0.0,1.0,0.0
2556,1384678,Quinta da Marinha,houses,215.0,1400000,0.0,0.0,1.0
2557,1384741,Quinta da Marinha,houses,398.0,5500000,1.0,0.0,0.0
2558,1384746,Quinta da Marinha,houses,490.0,2700000,0.0,0.0,1.0
2559,1384761,Quinta da Marinha,houses,580.0,1950000,0.0,1.0,0.0
