,id,location name,type,title,features,pool,sea view,garage
2982,1606522,Nagüeles,houses,Townhouse in Nagüeles,"Climate: Air conditioning, Climate: Central heating, Condition: Good, Features: Covered terrace, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Gym, Features: Jacuzzi, Features: Marble flooring, Features: Private terrace, Features: Satellite TV, Features: Sauna, Features: Solarium, Features: Storage room, Features: Tennis court, Features: Utility room, Furniture: Not furnished, Garden: Communal, Kitchen: Fully fitted, Orientation: Southwest, Parking: Garage, Pool: Communal, Security: 24 hour security, Security: Gated complex, Setting: Mountain pueblo, Setting: Urbanization, Views: Mountain",1.0,0.0,1.0
2983,1606557,Nagüeles,apartments,Penthouse in Nagüeles,"Condition: Good, Features: Lift, Features: Private terrace, Features: Storage room, Furniture: Not furnished, Garden: Communal, Kitchen: Fully fitted, Orientation: Southwest, Parking: Garage, Parking: Private, Pool: Communal, Setting: Close to sea, Setting: Close to shops, Setting: Close to town, Setting: Town, Setting: Urbanization, Views: Mountain, Views: Sea",1.0,0.0,1.0
2984,1606616,Nagüeles,apartments,Penthouse in Nagüeles,"Climate: Cold A/C, Climate: Fireplace, Climate: Hot A/C, Condition: Excellent, Condition: Recently renovated, Garden: Communal, Kitchen: Fully fitted, Orientation: South, Parking: Street, Pool: Communal, Security: Gated complex, Setting: Close to golf, Setting: Close to schools, Views: Sea",1.0,0.0,0.0
2985,1606666,Nagüeles,houses,Townhouse in Nagüeles,,0.0,0.0,0.0
2986,1606713,Nagüeles,apartments,Ground Floor Apartment in Nagüeles,"Climate: Air conditioning, Condition: Good, Features: Covered terrace, Features: Fitted wardrobes, Features: Lift, Features: Paddle tennis, Features: Private terrace, Furniture: Fully furnished, Garden: Communal, Kitchen: Fully fitted, Orientation: Southeast, Parking: Communal, Pool: Communal, Security: Gated complex, Setting: Close to schools, Setting: Close to sea, Setting: Close to shops, Setting: Close to town, Setting: Town, Setting: Urbanization",1.0,0.0,0.0
2987,1606815,Nagüeles,apartments,Ground Floor Apartment in Nagüeles,"Category: Bargain, Category: Holiday home, Category: Investment, Climate: Air conditioning, Climate: Cold A/C, Climate: Hot A/C, Condition: Excellent, Features: 24 hour reception, Features: Double glazing, Features: Fitted wardrobes, Features: Lift, Features: Marble flooring, Features: Private terrace, Features: Satellite TV, Features: Storage room, Furniture: Optional, Garden: Communal, Kitchen: Fully fitted, Orientation: West, Parking: Underground, Pool: Communal, Security: 24 hour security, Security: Gated complex, Setting: Close to schools, Setting: Close to sea, Setting: Close to shops, Setting: Close to town, Setting: Town, Setting: Urbanization",1.0,0.0,0.0
2988,1606861,Nagüeles,apartments,Middle Floor Apartment in Nagüeles,"Condition: Good, Features: Covered terrace, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Features: Satellite TV, Features: Storage room, Garden: Communal, Kitchen: Fully fitted, Orientation: West, Parking: Communal, Pool: Communal, Security: Gated complex, Setting: Town, Setting: Urbanization",1.0,0.0,0.0
2989,1606954,Nagüeles,houses,Townhouse in Nagüeles,"Category: Bargain, Category: Beachfront, Category: Holiday home, Category: Investment, Category: Luxury, Climate: Air conditioning, Climate: Cold A/C, Climate: Fireplace, Climate: Hot A/C, Condition: Good, Features: Covered terrace, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Features: Satellite TV, Features: Storage room, Features: Utility room, Furniture: Not furnished, Garden: Communal, Kitchen: Fully fitted, Orientation: East, Orientation: West, Parking: Covered, Parking: Garage, Parking: Private, Parking: Underground, Pool: Communal, Security: Gated complex, Setting: Close to golf, Setting: Close to marina, Setting: Close to port, Setting: Close to schools, Setting: Close to town, Setting: Urbanization",1.0,0.0,1.0
2990,1606962,Nagüeles,apartments,Middle Floor Apartment in Nagüeles,"Climate: Air conditioning, Climate: Cold A/C, Climate: Fireplace, Climate: Hot A/C, Condition: Excellent, Features: Double glazing, Features: Fitted wardrobes, Features: Lift, Features: Marble flooring, Features: Private terrace, Features: Storage room, Features: Utility room, Features: Wood flooring, Garden: Communal, Kitchen: Fully fitted, Orientation: South, Parking: Communal, Parking: Garage, Parking: Underground, Pool: Communal, Security: Gated complex, Setting: Close to port, Setting: Close to schools, Setting: Close to town, Setting: Urbanization, Views: Mountain, Views: Sea",1.0,0.0,1.0
2991,1606969,Golden Mile,houses,"Villa for sale, Beach Side Golden Mile, Marbella Golden Mile","Air conditioning, Alarm, Amenities near, Barbeque, Beachside, Central heating, Dining room, Fireplace, Fully fitted kitchen, Fully furnished, Kitchen equipped, Living room, Private terrace, Satellite TV, Security service 24h, Separate apartment, Solarium, Storage room, Study room, Telephone, Transport near, Utility room, Video entrance, Water tank",0.0,0.0,0.0
2992,1607018,Nagüeles,houses,Detached Villa in Nagüeles,"Category: Investment, Climate: Air conditioning, Climate: Central heating, Climate: Fireplace, Condition: Excellent, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Features: Satellite TV, Features: Storage room, Features: Utility room, Furniture: Not furnished, Garden: Private, Kitchen: Fully fitted, Orientation: South, Parking: Garage, Parking: More than one, Parking: Underground, Pool: Private, Security: 24 hour security, Security: Alarm system, Setting: Close to golf, Setting: Close to port, Setting: Close to schools, Setting: Close to sea, Setting: Close to shops, Setting: Close to town, Setting: Urbanization, Views: Sea",1.0,0.0,1.0
2993,1607043,Nagüeles,houses,Detached Villa in Nagüeles,"Climate: Air conditioning, Condition: Good, Features: Marble flooring, Features: Private terrace, Features: Sauna, Furniture: Not furnished, Garden: Private, Kitchen: Partially fitted, Orientation: Southeast, Parking: Private, Pool: Private, Setting: Urbanization",1.0,0.0,0.0
2994,1607079,Nagüeles,houses,Townhouse in Nagüeles,"Climate: Air conditioning, Condition: Good, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Marble flooring, Features: Paddle tennis, Features: Private terrace, Features: Storage room, Features: Utility room, Furniture: Optional, Garden: Communal, Garden: Private, Kitchen: Fully fitted, Orientation: East, Orientation: North, Orientation: Northeast, Parking: More than one, Parking: Private, Pool: Communal, Security: 24 hour security, Security: Gated complex, Setting: Close to golf, Setting: Close to marina, Setting: Close to port, Setting: Close to schools, Setting: Close to sea, Setting: Close to town, Setting: Urbanization, Views: Mountain, Views: Panoramic, Views: Sea",1.0,0.0,0.0
2995,1607107,Nagüeles,houses,Semi-Detached House in Nagüeles,"Climate: Air conditioning, Climate: Cold A/C, Climate: Fireplace, Climate: Hot A/C, Condition: Excellent, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Private terrace, Features: Satellite TV, Garden: Communal, Garden: Private, Kitchen: Fully fitted, Orientation: Southeast, Parking: Garage, Parking: Private, Pool: Communal, Security: 24 hour security, Security: Gated complex, Setting: Close to golf, Setting: Close to town, Setting: Country, Setting: Mountain pueblo, Setting: Urbanization, Views: Mountain, Views: Panoramic, Views: Sea",1.0,0.0,1.0
2996,1607179,Nagüeles,apartments,Ground Floor Apartment in Nagüeles,"Category: Bargain, Category: Contemporary, Category: Holiday home, Category: Investment, Category: Luxury, Climate: Air conditioning, Climate: Cold A/C, Climate: Hot A/C, Condition: Excellent, Features: 24 hour reception, Features: Covered terrace, Features: Double glazing, Features: Fitted wardrobes, Features: Lift, Features: Marble flooring, Features: Private terrace, Features: Storage room, Features: Utility room, Furniture: Optional, Garden: Communal, Kitchen: Fully fitted, Orientation: South, Parking: Underground, Pool: Communal, Security: 24 hour security, Security: Gated complex, Setting: Close to golf, Setting: Close to marina, Setting: Close to port, Setting: Close to schools, Setting: Close to sea, Setting: Close to shops, Setting: Close to town, Setting: Commercial area, Setting: Town, Setting: Urbanization",1.0,0.0,0.0
2997,1607183,Nagüeles,houses,Townhouse in Nagüeles,"Climate: Air conditioning, Features: Fitted wardrobes, Garden: Communal, Kitchen: Fully fitted, Orientation: South, Pool: Communal, Security: Alarm system, Views: Mountain, Views: Sea",1.0,0.0,0.0
2998,1607204,Nagüeles,houses,Townhouse in Nagüeles,"Climate: Fireplace, Condition: Excellent, Condition: Recently renovated, Features: 24 hour reception, Features: Covered terrace, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Features: Storage room, Features: Utility room, Furniture: Not furnished, Garden: Communal, Kitchen: Fully fitted, Orientation: East, Orientation: South, Orientation: West, Parking: Garage, Parking: More than one, Pool: Communal, Security: Alarm system, Security: Electric blinds, Security: Gated complex, Setting: Close to golf, Setting: Close to port, Setting: Close to schools, Setting: Close to town, Setting: Urbanization, Views: Mountain",1.0,0.0,1.0
2999,1607251,Nagüeles,houses,Townhouse in Nagüeles,"Category: Holiday home, Category: Investment, Climate: Air conditioning, Climate: Fireplace, Condition: Excellent, Features: Fitted wardrobes, Features: Lift, Features: Private terrace, Features: Solarium, Features: Storage room, Furniture: Not furnished, Garden: Communal, Garden: Private, Kitchen: Fully fitted, Orientation: East, Orientation: West, Parking: Covered, Parking: Garage, Parking: Private, Pool: Communal, Security: Alarm system, Security: Gated complex, Setting: Close to golf, Setting: Close to marina, Setting: Close to schools, Setting: Close to sea, Setting: Close to shops, Setting: Close to town, Views: Mountain, Views: Sea",1.0,0.0,1.0
3000,1607313,Nagüeles,houses,Detached Villa in Nagüeles,"Features: Ensuite bathroom, Features: Marble flooring, Kitchen: Fully fitted, Orientation: East, Orientation: West, Parking: Covered, Parking: More than one, Pool: Private, Setting: Close to shops, Setting: Close to town",1.0,0.0,0.0
3001,1607396,Nagüeles,houses,Townhouse in Nagüeles,"Climate: Air conditioning, Climate: Central heating, Climate: Cold A/C, Climate: Fireplace, Climate: Hot A/C, Condition: Good, Features: Covered terrace, Features: Double glazing, Features: Fitted wardrobes, Features: Marble flooring, Features: Paddle tennis, Features: Private terrace, Features: Satellite TV, Features: Solarium, Features: Utility room, Furniture: Not furnished, Garden: Communal, Kitchen: Fully fitted, Orientation: East, Parking: Covered, Parking: Garage, Parking: More than one, Parking: Private, Pool: Communal, Security: Alarm system, Security: Gated complex, Setting: Close to schools, Setting: Close to town, Setting: Urbanization",1.0,0.0,1.0
3002,1607410,Nagüeles,houses,Detached Villa in Nagüeles,"Category: Contemporary, Category: Holiday home, Category: Investment, Category: Luxury, Climate: Air conditioning, Climate: Cold A/C, Climate: Fireplace, Climate: Hot A/C, Climate: Underfloor heating bathrooms, Condition: Excellent, Condition: Recently renovated, Features: Double glazing, Features: Ensuite bathroom, Features: Jacuzzi, Features: Marble flooring, Features: Private terrace, Features: Solarium, Furniture: Not furnished, Garden: Private, Kitchen: Fully fitted, Orientation: South, Parking: More than one, Parking: Private, Pool: Private, Setting: Close to port, Setting: Close to schools, Setting: Close to town, Views: Mountain, Views: Sea",1.0,0.0,0.0
3003,1607552,Nagüeles,apartments,Ground Floor Apartment in Nagüeles,"Climate: Air conditioning, Climate: Fireplace, Climate: Underfloor heating, Condition: Excellent, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Features: Storage room, Features: Utility room, Furniture: Not furnished, Garden: Communal, Garden: Private, Kitchen: Fully fitted, Orientation: South, Parking: Garage, Parking: More than one, Pool: Communal, Security: 24 hour security, Security: Alarm system, Security: Electric blinds, Security: Gated complex, Security: Safe, Setting: Close to golf, Setting: Close to port, Setting: Close to schools, Setting: Close to sea, Setting: Close to town, Views: Mountain, Views: Panoramic",1.0,0.0,1.0
3004,1607654,Nagüeles,apartments,Ground Floor Apartment in Nagüeles,"Category: Investment, Category: Luxury, Climate: Air conditioning, Condition: Excellent, Features: Disabled access, Features: Fitted wardrobes, Features: Lift, Features: Private terrace, Features: Satellite TV, Garden: Communal, Kitchen: Fully fitted, Orientation: Southeast, Pool: Communal, Security: Gated complex, Setting: Close to golf, Setting: Close to marina, Setting: Close to schools, Setting: Close to sea, Setting: Close to shops, Setting: Close to town",1.0,0.0,0.0
3005,1607677,Nagüeles,houses,Semi-Detached House in Nagüeles,"Category: Luxury, Climate: Air conditioning, Climate: Central heating, Climate: Cold A/C, Climate: Fireplace, Climate: Hot A/C, Condition: Excellent, Features: Covered terrace, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Features: Storage room, Features: Utility room, Garden: Communal, Garden: Private, Kitchen: Fully fitted, Orientation: South, Parking: Garage, Parking: Private, Pool: Communal, Security: Gated complex, Setting: Close to schools, Setting: Close to shops, Setting: Urbanization, Views: Panoramic",1.0,0.0,1.0
3006,1607798,Nagüeles,houses,Townhouse in Nagüeles,"Climate: Air conditioning, Climate: Fireplace, Condition: Excellent, Condition: Recently renovated, Features: Covered terrace, Features: Private terrace, Furniture: Optional, Garden: Communal, Kitchen: Fully fitted, Orientation: South, Parking: Underground, Pool: Communal, Security: Gated complex, Setting: Close to golf, Setting: Close to marina, Setting: Close to port, Setting: Close to schools, Setting: Close to shops, Setting: Close to town, Setting: Urbanization, Views: Sea",1.0,0.0,0.0
3007,1607863,Nagüeles,houses,Detached Villa in Nagüeles,"Climate: Air conditioning, Climate: Fireplace, Condition: Excellent, Condition: Recently renovated, Features: Private terrace, Features: Storage room, Furniture: Fully furnished, Garden: Private, Kitchen: Fully fitted, Orientation: South, Pool: Private, Views: Mountain",1.0,0.0,0.0
3008,1607914,Nagüeles,houses,Detached Villa in Nagüeles,,0.0,0.0,0.0
3009,1607977,Quinta da Marinha,houses,MORADIA ISOLADA | 5 QUARTOS E 2 ESCRITÓRIOS | PISCINA E JARDIM | QUINTA DA MARINHA Cascais  Cascais e Estoril,"DivisõesCasa(s) de Banho 5 
Sala(s) 3 
Total quarto(s) 5 
Total quarto(s) interiores 4 
Zona EnvolventeEspaços Verdes  
Transportes Públicos  
ÁreasÁrea Bruta 500.00 m²
Área de Terreno 1578.00 m²
InfraestruturasGaragem 2",0.0,0.0,1.0
3010,1607999,Nagüeles,houses,Townhouse in Nagüeles,"Condition: Excellent, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Furniture: Not furnished, Garden: Communal, Kitchen: Fully fitted, Pool: Communal, Setting: Town, Setting: Urbanization",1.0,0.0,0.0
3011,1608065,Nagüeles,houses,Townhouse in Nagüeles,"Climate: Cold A/C, Climate: Fireplace, Climate: Hot A/C, Features: Double glazing, Features: Fitted wardrobes, Features: Marble flooring, Features: Paddle tennis, Features: Private terrace, Features: Satellite TV, Features: Solarium, Features: Utility room, Garden: Communal, Kitchen: Fully fitted, Orientation: West, Parking: Garage, Parking: More than one, Pool: Communal, Security: Alarm system, Security: Gated complex, Views: Mountain",1.0,0.0,1.0
3012,1608110,Nagüeles,houses,Detached Villa in Nagüeles,"Climate: Air conditioning, Climate: Central heating, Climate: Fireplace, Condition: Excellent, Features: 24 hour reception, Features: Covered terrace, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Features: Satellite TV, Features: Storage room, Features: Utility room, Furniture: Fully furnished, Garden: Communal, Kitchen: Fully fitted, Parking: Private, Pool: Communal, Security: 24 hour security, Security: Alarm system, Security: Gated complex, Setting: Beachside, Setting: Close to golf, Setting: Close to port, Setting: Close to schools, Setting: Close to shops, Setting: Close to town",1.0,0.0,0.0
3013,1608220,Nagüeles,houses,Detached Villa in Nagüeles,"Climate: Air conditioning, Climate: Cold A/C, Climate: Hot A/C, Condition: Excellent, Features: Covered terrace, Features: Domotics, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Gym, Features: Private terrace, Features: Solarium, Features: Storage room, Furniture: Optional, Garden: Private, Kitchen: Fully fitted, Orientation: South, Orientation: West, Parking: Garage, Pool: Private, Setting: Close to town, Setting: Urbanization",1.0,0.0,1.0
3014,1608345,Nagüeles,houses,Townhouse in Nagüeles,"Climate: Air conditioning, Climate: Fireplace, Condition: Excellent, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Gym, Features: Private terrace, Features: Storage room, Features: Utility room, Garden: Communal, Garden: Private, Kitchen: Fully fitted, Orientation: West, Parking: Garage, Parking: More than one, Parking: Private, Pool: Communal, Security: Gated complex, Setting: Close to sea, Setting: Urbanization",1.0,0.0,1.0
3015,1608381,Nagüeles,apartments,Penthouse in Nagüeles,"Climate: Air conditioning, Condition: Excellent, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Lift, Features: Paddle tennis, Features: Private terrace, Garden: Communal, Kitchen: Fully fitted, Orientation: South, Orientation: West, Parking: Garage, Pool: Communal, Security: 24 hour security, Security: Gated complex, Setting: Close to golf, Setting: Close to port, Setting: Close to schools, Setting: Close to sea, Setting: Close to shops, Setting: Close to town, Setting: Urbanization, Views: Mountain, Views: Sea",1.0,0.0,1.0
3016,1608435,Nagüeles,houses,Townhouse in Nagüeles,,0.0,0.0,0.0
3017,1608486,Nagüeles,houses,Townhouse in Nagüeles,"Climate: Air conditioning, Climate: Fireplace, Condition: Excellent, Features: Covered terrace, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Jacuzzi, Features: Marble flooring, Features: Private terrace, Features: Solarium, Features: Storage room, Features: Utility room, Furniture: Not furnished, Garden: Communal, Kitchen: Fully fitted, Orientation: East, Orientation: West, Parking: More than one, Parking: Underground, Pool: Communal, Security: Gated complex, Security: Safe, Setting: Close to schools, Setting: Close to town, Setting: Urbanization, Views: Sea",1.0,0.0,0.0
3018,1608497,Nagüeles,houses,Townhouse in Nagüeles,"Category: Contemporary, Category: Holiday home, Category: Investment, Category: Luxury, Climate: Air conditioning, Climate: Cold A/C, Climate: Hot A/C, Condition: Excellent, Features: Covered terrace, Features: Disabled access, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Jacuzzi, Features: Marble flooring, Features: Paddle tennis, Features: Private terrace, Features: Solarium, Features: Storage room, Features: Tennis court, Features: Utility room, Furniture: Fully furnished, Garden: Private, Kitchen: Fully fitted, Orientation: East, Orientation: North, Orientation: Northeast, Orientation: Northwest, Orientation: South, Orientation: Southeast, Orientation: Southwest, Orientation: West, Parking: Communal, Pool: Communal, Security: Gated complex, Setting: Urbanization, Views: Mountain, Views: Panoramic, Views: Sea",1.0,0.0,0.0
3019,1608689,Nagüeles,houses,Detached Villa in Nagüeles,"Climate: Air conditioning, Climate: Cold A/C, Climate: Hot A/C, Climate: Underfloor heating, Condition: Excellent, Features: Covered terrace, Features: Double glazing, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Features: Solarium, Features: Storage room, Features: Utility room, Furniture: Not furnished, Garden: Private, Kitchen: Fully fitted, Orientation: South, Parking: Garage, Parking: More than one, Pool: Private, Security: Alarm system, Setting: Close to golf, Setting: Close to sea, Setting: Close to shops, Setting: Close to town, Views: Panoramic, Views: Sea",1.0,0.0,1.0
3020,1608842,Nagüeles,apartments,Penthouse in Nagüeles,"Climate: Air conditioning, Condition: Good, Features: Covered terrace, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Lift, Features: Marble flooring, Features: Private terrace, Furniture: Not furnished, Garden: Communal, Kitchen: Fully fitted, Orientation: South, Parking: Garage, Pool: Communal, Security: Gated complex, Setting: Close to golf, Setting: Close to schools, Setting: Close to sea, Setting: Close to shops, Setting: Close to town, Setting: Urbanization, Views: Sea",1.0,0.0,1.0
3021,1608955,Nagüeles,houses,Detached Villa in Nagüeles,"Category: Bargain, Category: Investment, Category: Luxury, Climate: Air conditioning, Climate: Central heating, Climate: Cold A/C, Climate: Fireplace, Climate: Hot A/C, Climate: Underfloor heating bathrooms, Condition: Excellent, Features: Covered terrace, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Features: Satellite TV, Features: Solarium, Features: Storage room, Features: Utility room, Furniture: Not furnished, Garden: Private, Kitchen: Fully fitted, Orientation: South, Parking: Garage, Parking: More than one, Parking: Private, Pool: Private, Security: Alarm system, Security: Gated complex, Setting: Close to golf, Setting: Close to marina, Setting: Close to port, Setting: Close to schools, Setting: Close to shops, Setting: Close to town",1.0,0.0,1.0
3022,1609135,Nagüeles,apartments,Middle Floor Apartment in Nagüeles,"Category: Bargain, Climate: Fireplace, Condition: Good, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Lift, Features: Private terrace, Features: Wood flooring, Furniture: Not furnished, Garden: Communal, Kitchen: Fully fitted, Kitchen: Partially fitted, Orientation: South, Parking: Garage, Pool: Communal, Security: Gated complex, Setting: Close to golf, Setting: Close to schools, Setting: Close to town, Setting: Urbanization",1.0,0.0,1.0
3023,1609174,Nagüeles,houses,Detached Villa in Nagüeles,"Climate: Cold A/C, Climate: Fireplace, Climate: Hot A/C, Kitchen: Fully fitted, Orientation: South, Parking: Covered, Parking: Garage, Pool: Heated, Pool: Indoor, Pool: Private, Security: Alarm system",1.0,0.0,1.0
3024,1609206,Nagüeles,houses,Townhouse in Nagüeles,"Climate: Air conditioning, Condition: Good, Features: Covered terrace, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Gym, Features: Jacuzzi, Features: Paddle tennis, Features: Private terrace, Features: Satellite TV, Features: Solarium, Features: Storage room, Features: Tennis court, Features: Utility room, Furniture: Optional, Garden: Communal, Kitchen: Fully fitted, Orientation: South, Parking: Covered, Pool: Communal, Security: 24 hour security, Security: Gated complex, Setting: Urbanization",1.0,0.0,0.0
3025,1609230,Nagüeles,apartments,Middle Floor Apartment in Nagüeles,"Category: Bargain, Category: Beachfront, Category: Holiday home, Category: Investment, Category: Luxury, Climate: Air conditioning, Climate: Cold A/C, Climate: Hot A/C, Condition: Excellent, Features: 24 hour reception, Features: Covered terrace, Features: Disabled access, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Lift, Features: Marble flooring, Features: Paddle tennis, Features: Private terrace, Features: Satellite TV, Features: Storage room, Features: Utility room, Furniture: Not furnished, Garden: Communal, Kitchen: Fully fitted, Orientation: West, Parking: Communal, Parking: Covered, Parking: Garage, Parking: Private, Parking: Underground, Pool: Communal, Security: 24 hour security, Security: Gated complex, Setting: Close to golf, Setting: Close to marina, Setting: Close to port, Setting: Close to schools, Setting: Close to shops, Setting: Close to town",1.0,0.0,1.0
3026,1609237,Nagüeles,houses,Townhouse in Nagüeles,"Category: Bargain, Category: Investment, Climate: Fireplace, Condition: Good, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Features: Solarium, Furniture: Optional, Garden: Private, Orientation: South, Parking: Covered, Parking: Garage, Parking: Underground, Pool: Communal, Security: 24 hour security, Security: Gated complex, Setting: Close to schools, Setting: Close to sea, Setting: Close to town, Setting: Urbanization",1.0,0.0,1.0
3027,1609271,Nagüeles,houses,Detached Villa in Nagüeles,"Climate: Air conditioning, Climate: Underfloor heating, Condition: Excellent, Condition: New construction, Features: Covered terrace, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Jacuzzi, Features: Marble flooring, Features: Private terrace, Features: Storage room, Features: Utility room, Furniture: Optional, Garden: Private, Kitchen: Fully fitted, Parking: Garage, Parking: More than one, Pool: Private, Setting: Close to schools, Setting: Close to shops, Setting: Close to town",1.0,0.0,1.0
3028,1609351,Nagüeles,apartments,Ground Floor Apartment in Nagüeles,"Features: Covered terrace, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Features: Storage room, Furniture: Not furnished, Furniture: Optional, Garden: Communal, Kitchen: Fully fitted, Orientation: West, Parking: Garage, Pool: Communal, Security: Gated complex, Setting: Urbanization",1.0,0.0,1.0
3029,1609377,Nagüeles,houses,Detached Villa in Nagüeles,"Category: Luxury, Climate: Air conditioning, Climate: Underfloor heating, Condition: Good, Features: Covered terrace, Features: Marble flooring, Features: Private terrace, Furniture: Not furnished, Kitchen: Partially fitted, Orientation: South, Parking: Garage, Parking: More than one, Pool: Communal, Pool: Private, Security: 24 hour security, Security: Gated complex, Setting: Urbanization, Views: Mountain, Views: Panoramic, Views: Sea",1.0,0.0,1.0
3030,1609456,Nagüeles,houses,Detached Villa in Nagüeles,"Category: Bargain, Category: Contemporary, Category: Holiday home, Category: Investment, Category: Luxury, Climate: Air conditioning, Climate: Fireplace, Climate: Hot A/C, Climate: Underfloor heating, Condition: Excellent, Features: Covered terrace, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Gym, Features: Private terrace, Features: Satellite TV, Features: Solarium, Features: Storage room, Features: Utility room, Furniture: Fully furnished, Garden: Private, Kitchen: Fully fitted, Orientation: South, Parking: Covered, Parking: More than one, Pool: Private, Security: Alarm system, Setting: Close to port, Setting: Close to schools, Setting: Close to sea, Setting: Urbanization, Views: Mountain, Views: Sea",1.0,0.0,0.0
3031,1609539,Nagüeles,apartments,Ground Floor Apartment in Nagüeles,"Climate: Air conditioning, Climate: Cold A/C, Climate: Fireplace, Climate: Hot A/C, Condition: Excellent, Features: Covered terrace, Features: Disabled access, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Furniture: Optional, Garden: Communal, Garden: Private, Orientation: East, Orientation: South, Orientation: Southeast, Parking: Communal, Parking: Street, Pool: Communal, Security: Gated complex, Setting: Close to golf, Setting: Close to marina, Setting: Close to port, Setting: Close to schools, Setting: Urbanization",1.0,0.0,0.0
3032,1609684,Nagüeles,plots,Residential Plot in Nagüeles,"Category: Contemporary, Category: Investment, Category: Luxury, Category: New development, Orientation: South, Orientation: Southeast, Orientation: Southwest, Security: 24 hour security, Setting: Close to marina, Setting: Close to port, Setting: Close to schools, Setting: Close to sea, Setting: Close to shops, Setting: Close to town, Setting: Urbanization, Views: Mountain, Views: Panoramic, Views: Sea",0.0,0.0,0.0
3033,1610172,Nagüeles,houses,Detached Villa in Nagüeles,"Category: Bargain, Climate: Air conditioning, Climate: Central heating, Climate: Fireplace, Climate: Underfloor heating bathrooms, Condition: Excellent, Condition: Good, Condition: Recently refurbished, Condition: Recently renovated, Features: Covered terrace, Features: Double glazing, Features: Ensuite bathroom, Features: Fitted wardrobes, Features: Marble flooring, Features: Private terrace, Features: Satellite TV, Features: Solarium, Features: Storage room, Features: Utility room, Furniture: Fully furnished, Furniture: Not furnished, Furniture: Optional, Garden: Private, Kitchen: Fully fitted, Kitchen: Partially fitted, Orientation: South, Parking: Garage, Parking: More than one, Parking: Private, Pool: Private, Security: Alarm system, Security: Electric blinds, Security: Safe, Setting: Beachside, Setting: Close to golf, Setting: Close to port, Setting: Close to schools, Setting: Close to sea, Setting: Close to shops, Setting: Close to town, Views: Mountain, Views: Panoramic, Views: Sea",1.0,0.0,1.0
3034,1610617,Nagüeles,houses,Townhouse in Nagüeles,"Climate: Air conditioning, Climate: Cold A/C, Climate: Hot A/C, Condition: Excellent, Features: Double glazing, Features: Fitted wardrobes, Features: Gym, Features: Marble flooring, Features: Private terrace, Features: Storage room, Furniture: Fully furnished, Garden: Communal, Kitchen: Fully fitted, Parking: Covered, Parking: Garage, Parking: Underground, Pool: Communal, Security: 24 hour security, Security: Gated complex, Setting: Close to golf, Setting: Close to town, Setting: Urbanization, Views: Mountain, Views: Panoramic",1.0,0.0,1.0
3035,1610758,Nagüeles,houses,Townhouse in Nagüeles,"Category: Bargain, Climate: Air conditioning, Condition: Good, Features: Ensuite bathroom, Features: Jacuzzi, Features: Paddle tennis, Features: Private terrace, Furniture: Fully furnished, Garden: Communal, Garden: Private, Kitchen: Fully fitted, Orientation: East, Parking: Private, Pool: Communal, Security: Gated complex, Setting: Close to town, Setting: Urbanization, Views: Mountain, Views: Panoramic, Views: Sea",1.0,0.0,0.0
